INSTITUICAO_ENSINO_ALUNO;NOME;IDADE_ALUNO;ANOS_PM;FASE_TURMA;PONTO_VIRADA;INDE;INDE_CONCEITO;PEDRA;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;IAA;IEG;IPS;IDA;IPP;IPV;IAN;ANO
Escola Pública;ALUNO-30;7;0;0C;Não;7.125001;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.916679999999999;10.0;7.5;4.75;2.5;6.916665;10.0;2020
Escola Pública;ALUNO-33;13;0;3E;Não;7.013888333333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.66667;4.5;7.5;8.666666666666666;7.083333333333334;6.277773333333332;10.0;2020
Escola Pública;ALUNO-34;12;2;2C;Não;7.698890666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;9.3;6.875;7.0;8.125;7.944443333333334;5.0;2020
Escola Pública;ALUNO-35;18;3;7B;Não;6.64396;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.75001;6.1;6.25;5.0;7.65625;8.29167;5.0;2020
Escola Pública;ALUNO-36;14;1;3C;Não;8.307780333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;9.9;7.5;8.0;8.749999999999998;8.222226666666668;5.0;2020
Escola Pública;ALUNO-37;10;2;2N;Não;6.6788913333333335;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;7.7;4.375;2.5;6.458333333333333;7.77778;10.0;2020
Escola Pública;ALUNO-39;13;3;3F;Não;8.131388333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.24999;9.4;7.5;8.333333333333334;8.541666666666666;6.777780000000001;10.0;2020
Escola Pública;ALUNO-41;11;0;1D;Não;7.460002;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;8.3;7.5;7.25;7.5;7.75;5.0;2020
Escola Pública;ALUNO-43;13;2;4F;Não;7.805209;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;7.5;7.5;7.0;7.96875;8.04167;10.0;2020
Escola Pública;ALUNO-44;9;0;1M;Não;6.218335;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;6.8;7.5;0.0;6.25;7.916665;10.0;2020
Escola Pública;ALUNO-45;11;1;1G;Não;6.631252;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;1.0;7.5;10.0;7.8125;7.75;5.0;2020
Escola Pública;ALUNO-46;8;0;0C;Não;6.966669;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;10.0;7.5;0.0;7.5;7.583335;10.0;2020
Escola Pública;ALUNO-51;8;1;0D;Não;8.955835;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;9.8;7.5;10.0;8.125;7.416665;10.0;2020
Escola Pública;ALUNO-52;10;2;2F;Não;8.181112666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;8.6;6.25;7.0;7.916666666666668;8.22222;10.0;2020
Einstein;ALUNO-53;15;4;5X;;8.696667999999999;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;10.0;7.5;8.2;0.0;0.0;10.0;2020
Rede Decisão/União;ALUNO-55;17;3;6C;Sim;6.878125166666666;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;0.0;9.0;7.5;6.333333333333333;8.28125;8.666667499999999;5.0;2020
Rede Decisão/União;ALUNO-57;16;2;6B;Não;7.311667166666667;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33334;7.1;6.25;5.833333333333333;7.5;7.5833325;10.0;2020
Escola Pública;ALUNO-59;13;0;3E;Não;6.563055666666668;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;3.6;7.5;6.0;7.291666666666667;6.444439999999998;10.0;2020
Rede Decisão/União;ALUNO-60;17;4;5F;Não;7.679582333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;9.7;6.875;6.666666666666667;8.4375;8.124995;5.0;2020
Escola Pública;ALUNO-61;10;0;1N;Não;5.604168666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;6.5;7.5;0.0;6.875;7.333333333333333;5.0;2020
Escola Pública;ALUNO-62;12;0;2L;Não;6.330001333333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.916679999999999;6.9;7.5;3.5;7.083333333333333;7.5;5.0;2020
Escola Pública;ALUNO-68;10;0;1F;Não;5.988752;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;7.6;7.5;0.0;7.1875;8.0;5.0;2020
Escola Pública;ALUNO-71;10;1;0A;Não;7.550001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;10.0;5.0;9.5;2.5;7.749995;5.0;2020
Rede Decisão/União;ALUNO-75;11;1;3L;Sim;9.687504;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;10.0;10.0;9.0;9.375;9.75001;10.0;2020
Escola Pública;ALUNO-76;7;0;0B;Não;8.958334;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.91668;10.0;10.0;10.0;7.5;6.58333;10.0;2020
Escola Pública;ALUNO-78;10;3;1A;Não;7.352085;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.0;7.5;5.5;7.1875;7.666665;5.0;2020
Escola Pública;ALUNO-80;10;1;2N;Não;6.499723333333334;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.91668;9.2;7.5;0.0;7.291666666666667;7.444443333333333;10.0;2020
Escola Pública;ALUNO-81;15;1;4L;Sim;7.386391000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;5.41667;8.8;7.5;6.0;8.125;9.11112;5.0;2020
Escola Pública;ALUNO-82;9;0;0D;Não;7.954169;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;10.0;7.5;8.5;6.875;7.333335;5.0;2020
Rede Decisão/União;ALUNO-83;14;4;4B;Sim;8.155003333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;9.4;5.625;5.333333333333333;8.958333333333332;9.166676666666666;10.0;2020
Escola Pública;ALUNO-84;8;0;0B;Não;8.750001000000001;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;10.0;8.5;7.5;6.999995;10.0;2020
Escola Pública;ALUNO-85;9;1;0D;Não;7.263334;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.9;2.5;10.0;2.5;6.66666;5.0;2020
Escola Pública;ALUNO-86;17;1;6A;Não;5.688333833333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;4.9;7.5;3.6666666666666665;7.5;5.7083325;5.0;2020
Rede Decisão/União;ALUNO-87;14;4;4L;Sim;8.188612666666666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33334;9.2;5.625;6.666666666666667;8.749999999999998;8.722226666666666;10.0;2020
Rede Decisão/União;ALUNO-88;11;2;2D;Sim;9.04042;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.4;7.5;9.5;5.9375;9.58334;10.0;2020
Escola Pública;ALUNO-89;9;1;0G;Não;7.937502;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;10.0;7.5;7.5;6.875;7.5;5.0;2020
Escola Pública;ALUNO-90;14;1;3M;Não;7.073542833333333;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;5.8;7.5;7.666666666666667;7.96875;7.5000025;5.0;2020
Escola Pública;ALUNO-91;10;2;2H;Não;6.846668;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;6.4;6.875;4.5;5.625;7.58333;10.0;2020
Escola Pública;ALUNO-94;12;1;3B;Não;6.7552085;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.08333;6.0;7.5;4.0;7.96875;7.5000025;10.0;2020
Escola Pública;ALUNO-95;15;1;3A;Não;7.336876333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;8.2;7.5;6.666666666666667;7.96875;6.791665;5.0;2020
Escola Pública;ALUNO-96;18;1;7A;Sim;6.432500999999999;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;6.1;6.875;3.0;7.5;8.791664999999998;5.0;2020
Escola Pública;ALUNO-97;12;2;2D;Não;7.393752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.0;7.5;6.0;8.4375;7.75;5.0;2020
Escola Pública;ALUNO-100;12;2;1M;Não;6.908335000000001;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;6.5;4.375;7.5;6.875;7.916665;5.0;2020
Escola Pública;ALUNO-102;9;0;1J;Não;7.966668666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;8.5;7.5;7.0;7.5;7.833333333333333;10.0;2020
Escola Pública;ALUNO-103;8;0;0F;Não;8.597919000000001;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;7.5;8.5;7.8125;7.333335;10.0;2020
Escola Pública;ALUNO-105;13;0;3B;Não;8.516877;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;9.6;7.5;8.0;7.96875;7.66667;10.0;2020
Escola Pública;ALUNO-106;10;0;0H;Não;8.450002;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;10.0;7.5;10.0;7.5;7.5;5.0;2020
Escola Pública;ALUNO-111;14;0;3L;Não;6.8535425;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;7.7;7.5;4.5;7.96875;7.8750025;5.0;2020
Escola Pública;ALUNO-112;14;2;3H;Não;6.448887666666667;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;6.8;4.375;5.333333333333333;7.708333333333334;7.611103333333333;5.0;2020
Escola Pública;ALUNO-113;11;1;1M;Não;7.693335000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;8.8;7.5;7.5;7.5;7.916665;5.0;2020
Escola Pública;ALUNO-115;15;1;4A;Não;5.331389333333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;1.9;6.875;5.166666666666667;7.916666666666667;5.111106666666666;5.0;2020
Escola Pública;ALUNO-117;10;0;1M;Não;8.032085;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;8.9;7.5;9.5;7.1875;7.916665;5.0;2020
Escola Pública;ALUNO-118;8;1;1D;Não;8.342085;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;7.7;7.5;10.0;7.1875;7.416665;10.0;2020
Escola Pública;ALUNO-120;9;1;0A;Não;7.895835000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;10.0;8.125;9.5;2.5;7.666665;5.0;2020
Escola Pública;ALUNO-125;10;0;1C;Não;7.187502;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.0;7.5;5.0;7.708333333333334;7.333333333333333;5.0;2020
Escola Pública;ALUNO-128;9;1;0G;Não;5.854169000000001;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.416679999999999;10.0;5.625;5.5;2.5;3.500005;5.0;2020
Escola Pública;ALUNO-132;14;3;4F;Não;7.344792;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;6.5;7.5;6.0;8.28125;6.95833;10.0;2020
Escola Pública;ALUNO-133;10;1;0D;Não;8.428752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;9.8;7.5;10.0;7.1875;7.5;5.0;2020
Escola Pública;ALUNO-135;9;1;1A;Não;7.798752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;8.4;7.5;6.5;7.1875;7.25;10.0;2020
Escola Pública;ALUNO-136;16;2;5A;Não;4.643056;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;4.0;4.375;2.0;6.666666666666667;5.444446666666667;5.0;2020
Escola Pública;ALUNO-139;17;0;5L;Não;6.105834000000001;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;5.8;7.5;4.333333333333333;8.125;5.499996666666667;5.0;2020
Rede Decisão/União;ALUNO-145;17;1;7B;Sim;8.345001166666666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;9.1;7.5;7.333333333333333;7.5;8.8333375;10.0;2020
Escola Pública;ALUNO-146;9;2;1C;Não;6.385835333333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;7.2;7.5;0.0;7.291666666666667;7.333333333333333;10.0;2020
Escola Pública;ALUNO-147;13;1;2C;Não;5.934724000000001;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.0;7.5;0.0;7.291666666666667;7.277776666666666;5.0;2020
Escola Pública;ALUNO-149;16;1;6B;Não;7.131667;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;8.7;5.625;3.0;8.125;8.333335;10.0;2020
Escola Pública;ALUNO-151;11;1;1R;Não;8.238891333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.5;7.5;7.5;9.166666666666666;8.611113333333334;5.0;2020
Rede Decisão/União;ALUNO-152;11;1;3B;Não;7.963542166666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.24999;9.0;7.5;6.333333333333333;7.96875;8.6250075;10.0;2020
Rede Decisão/União;ALUNO-153;13;3;4F;Sim;8.167711833333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.0;7.5;4.666666666666667;8.59375;9.1250075;10.0;2020
Escola Pública;ALUNO-154;10;1;1M;Não;5.884585;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;7.1;7.5;0.0;7.8125;7.916665;5.0;2020
Rede Decisão/União;ALUNO-156;12;2;2J;Não;7.110556666666668;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.916679999999999;8.9;7.5;5.0;6.666666666666667;8.11111;5.0;2020
Escola Pública;ALUNO-157;10;1;1H;Não;7.177224000000001;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;6.4;7.5;6.75;7.916666666666668;7.777776666666667;5.0;2020
Escola Pública;ALUNO-158;14;2;3E;Não;6.064722;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;5.9;3.75;5.0;7.708333333333334;6.611103333333333;5.0;2020
Escola Pública;ALUNO-160;10;2;1H;Não;4.478057333333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;2.3;5.0;0.0;7.291666666666667;7.444443333333333;5.0;2020
Estácio;ALUNO-161;18;4;8A;;8.891667;B;Ametista;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;7.91667;10.0;7.5;9.0;0.0;0.0;10.0;2020
Escola Pública;ALUNO-162;10;2;1B;Não;7.953752000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;8.8;7.5;8.5;8.4375;7.75;5.0;2020
Escola Pública;ALUNO-163;12;3;1G;Não;6.440002;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.50002;8.2;5.0;6.25;2.5;7.75;5.0;2020
Escola Pública;ALUNO-164;10;1;1D;Não;7.708752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.7;7.5;7.5;7.1875;7.75;5.0;2020
Escola Pública;ALUNO-165;11;1;0G;Não;8.431252;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;10.0;7.5;10.0;7.8125;7.5;5.0;2020
Escola Pública;ALUNO-168;11;1;1J;Não;8.082224;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;8.8;7.5;8.5;7.5;8.11111;5.0;2020
